Successfuly read failed26/ADGRA3.fas, in total 298 sequences.
Successfuly read hg38_species_name_cleaned/SFTPC.fas, in total 439 sequences.
Successfuly read hg38_species_name_cleaned/SFTPD.fas, in total 409 sequences.
Successfuly read hg38_species_name_cleaned/SFXN1.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/SFXN2.fas, in total 439 sequences.
Successfuly read hg38_species_name_cleaned/SFXN3.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/SFXN4.fas, in total 389 sequences.
Successfuly read hg38_species_name_cleaned/SFXN5.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SGCA.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SGCB.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SGCD.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SGCE.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SGCG.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SGCZ.fas, in total 415 sequences.
Successfuly read hg38_species_name_cleaned/SGF29.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SGIP1.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SGK1.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SGK2.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SGK3.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/SGMS1.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/SGMS2.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SGO1.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/SGPL1.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SGPP1.fas, in total 370 sequences.
Successfuly read hg38_species_name_cleaned/SGPP2.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/SGSH.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/SGSM1.fas, in total 411 sequences.
Successfuly read hg38_species_name_cleaned/SGSM2.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/SGSM3.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SGTA.fas, in total 401 sequences.
Successfuly read hg38_species_name_cleaned/SGTB.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SH2B1.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SH2B2.fas, in total 378 sequences.
Successfuly read hg38_species_name_cleaned/SH2B3.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/SH2D1A.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SH2D1B.fas, in total 420 sequences.
Successfuly read hg38_species_name_cleaned/SH2D2A.fas, in total 410 sequences.
Successfuly read hg38_species_name_cleaned/SH2D3A.fas, in total 393 sequences.
Successfuly read hg38_species_name_cleaned/SH2D3C.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SH2D4A.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SH2D4B.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SH2D5.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SH2D6.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/SH2D7.fas, in total 396 sequences.
Successfuly read hg38_species_name_cleaned/SH3BGR.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SH3BGRL.fas, in total 417 sequences.
Successfuly read hg38_species_name_cleaned/SH3BGRL2.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/SH3BGRL3.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SH3BP1.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SH3BP2.fas, in total 410 sequences.
Successfuly read hg38_species_name_cleaned/SH3BP4.fas, in total 401 sequences.
Successfuly read hg38_species_name_cleaned/SH3BP5.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SH3BP5L.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SH3D19.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SH3D21.fas, in total 414 sequences.
Successfuly read hg38_species_name_cleaned/SH3GL1.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/SH3GL2.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/SH3GL3.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SH3GLB1.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SH3GLB2.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/SH3KBP1.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/SH3PXD2A.fas, in total 402 sequences.
Successfuly read hg38_species_name_cleaned/SH3PXD2B.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/SH3RF1.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/SH3RF2.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SH3RF3.fas, in total 416 sequences.
Successfuly read hg38_species_name_cleaned/SH3TC1.fas, in total 385 sequences.
Successfuly read hg38_species_name_cleaned/SH3TC2.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SH3YL1.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/SHANK1.fas, in total 353 sequences.
Successfuly read hg38_species_name_cleaned/SHANK2.fas, in total 397 sequences.
Successfuly read hg38_species_name_cleaned/SHANK3.fas, in total 414 sequences.
Successfuly read hg38_species_name_cleaned/SHARPIN.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SHB.fas, in total 418 sequences.
Successfuly read hg38_species_name_cleaned/SHBG.fas, in total 385 sequences.
Successfuly read hg38_species_name_cleaned/SHC1.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SHC2.fas, in total 403 sequences.
Successfuly read hg38_species_name_cleaned/SHC3.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/SHC4.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SHCBP1.fas, in total 413 sequences.
Successfuly read hg38_species_name_cleaned/SHCBP1L.fas, in total 412 sequences.
Successfuly read hg38_species_name_cleaned/SHD.fas, in total 418 sequences.
Successfuly read hg38_species_name_cleaned/SHE.fas, in total 409 sequences.
Successfuly read hg38_species_name_cleaned/SHF.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SHFL.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SHH.fas, in total 320 sequences.
Successfuly read hg38_species_name_cleaned/SHISA2.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SHISA3.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/SHISA4.fas, in total 410 sequences.
Successfuly read hg38_species_name_cleaned/SHISA5.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SHISA6.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/SHISA7.fas, in total 370 sequences.
Successfuly read hg38_species_name_cleaned/SHISA8.fas, in total 384 sequences.
Successfuly read hg38_species_name_cleaned/SHISA9.fas, in total 417 sequences.
Successfuly read hg38_species_name_cleaned/SHISAL1.fas, in total 398 sequences.
Successfuly read hg38_species_name_cleaned/SHISAL2A.fas, in total 404 sequences.
Successfuly read hg38_species_name_cleaned/SHISAL2B.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SHKBP1.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SHLD1.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SHLD2.fas, in total 397 sequences.
Successfuly read hg38_species_name_cleaned/SHLD3.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SHMT1.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SHMT2.fas, in total 438 sequences.
Successfuly read hg38_species_name_cleaned/SHOC1.fas, in total 396 sequences.
Successfuly read hg38_species_name_cleaned/SHOC2.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SHOX.fas, in total 315 sequences.
Successfuly read hg38_species_name_cleaned/SHOX2.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SHPK.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SHPRH.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SHQ1.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SHROOM1.fas, in total 416 sequences.
Successfuly read hg38_species_name_cleaned/SHROOM2.fas, in total 340 sequences.
Successfuly read hg38_species_name_cleaned/SHROOM3.fas, in total 354 sequences.
Successfuly read hg38_species_name_cleaned/SHROOM4.fas, in total 397 sequences.
Successfuly read hg38_species_name_cleaned/SHTN1.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SI.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SIAE.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SIAH1.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SIAH2.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SIAH3.fas, in total 394 sequences.
Successfuly read hg38_species_name_cleaned/SIDT1.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SIDT2.fas, in total 440 sequences.
Successfuly read hg38_species_name_cleaned/SIGIRR.fas, in total 409 sequences.
Successfuly read hg38_species_name_cleaned/SIGLEC1.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SIGLEC10.fas, in total 405 sequences.
Successfuly read hg38_species_name_cleaned/SIGLEC11.fas, in total 283 sequences.
Successfuly read hg38_species_name_cleaned/SIGLEC15.fas, in total 412 sequences.
Successfuly read hg38_species_name_cleaned/SIGLEC5.fas, in total 322 sequences.
Successfuly read hg38_species_name_cleaned/SIGLECL1.fas, in total 368 sequences.
Successfuly read hg38_species_name_cleaned/SIGMAR1.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SIK1.fas, in total 420 sequences.
Successfuly read hg38_species_name_cleaned/SIK1B.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SIK2.fas, in total 436 sequences.
Successfuly read hg38_species_name_cleaned/SIK3.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SIKE1.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SIL1.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/SIM1.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SIM2.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/SIMC1.fas, in total 406 sequences.
Successfuly read hg38_species_name_cleaned/SIN3A.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SIN3B.fas, in total 419 sequences.
Successfuly read hg38_species_name_cleaned/SINHCAF.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/SIPA1.fas, in total 425 sequences.
Successfuly read hg38_species_name_cleaned/SIPA1L1.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SIPA1L2.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/SIPA1L3.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SIRPB2.fas, in total 339 sequences.
Successfuly read hg38_species_name_cleaned/SIRT1.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SIRT2.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SIRT3.fas, in total 415 sequences.
Successfuly read hg38_species_name_cleaned/SIRT4.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/SIRT5.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/SIRT6.fas, in total 411 sequences.
Successfuly read hg38_species_name_cleaned/SIRT7.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SIT1.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/SIVA1.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SIX1.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/SIX2.fas, in total 422 sequences.
Successfuly read hg38_species_name_cleaned/SIX3.fas, in total 372 sequences.
Successfuly read hg38_species_name_cleaned/SIX4.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SIX5.fas, in total 406 sequences.
Successfuly read hg38_species_name_cleaned/SIX6.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SKA1.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SKA2.fas, in total 430 sequences.
Successfuly read hg38_species_name_cleaned/SKA3.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SKAP1.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SKAP2.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SKI.fas, in total 389 sequences.
Successfuly read hg38_species_name_cleaned/SKIDA1.fas, in total 314 sequences.
Successfuly read hg38_species_name_cleaned/SKIL.fas, in total 420 sequences.
Successfuly read hg38_species_name_cleaned/SKIV2L.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SKOR1.fas, in total 343 sequences.
Successfuly read hg38_species_name_cleaned/SKOR2.fas, in total 301 sequences.
Successfuly read hg38_species_name_cleaned/SKP1.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SKP2.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SLA.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SLA2.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SLAIN1.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SLAIN2.fas, in total 434 sequences.
Successfuly read hg38_species_name_cleaned/SLAMF1.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SLAMF6.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SLAMF7.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SLAMF8.fas, in total 429 sequences.
Successfuly read hg38_species_name_cleaned/SLAMF9.fas, in total 363 sequences.
Successfuly read hg38_species_name_cleaned/SLBP.fas, in total 421 sequences.
Successfuly read hg38_species_name_cleaned/SLC10A1.fas, in total 424 sequences.
Successfuly read hg38_species_name_cleaned/SLC10A2.fas, in total 437 sequences.
Successfuly read hg38_species_name_cleaned/SLC10A3.fas, in total 398 sequences.
Successfuly read hg38_species_name_cleaned/SLC10A4.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SLC10A5.fas, in total 324 sequences.
Successfuly read hg38_species_name_cleaned/SLC10A6.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SLC10A7.fas, in total 431 sequences.
Successfuly read hg38_species_name_cleaned/SLC11A1.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A1.fas, in total 439 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A2.fas, in total 438 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A3.fas, in total 426 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A4.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A5.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A6.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A7.fas, in total 390 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A8.fas, in total 423 sequences.
Successfuly read hg38_species_name_cleaned/SLC12A9.fas, in total 433 sequences.
Successfuly read hg38_species_name_cleaned/SLC13A1.fas, in total 435 sequences.
Successfuly read hg38_species_name_cleaned/SLC13A2.fas, in total 432 sequences.
Successfuly read hg38_species_name_cleaned/SLC13A3.fas, in total 427 sequences.
Successfuly read hg38_species_name_cleaned/SLC13A4.fas, in total 415 sequences.
Successfuly read hg38_species_name_cleaned/SLC13A5.fas, in total 428 sequences.
Successfuly read hg38_species_name_cleaned/SLC14A1.fas, in total 433 sequences.
